Year,Title,Authors,Link
2024,Chain of Log-Concave Markov Chains.,"Saeed Saremi, Ji Won Park, Francis R. Bach",https://openreview.net/forum?id=yiMB2DOjsR
2024,Benign Overfitting and Grokking in ReLU Networks for XOR Cluster Data.,"Zhiwei Xu, Yutong Wang, Spencer Frei, Gal Vardi, Wei Hu",https://openreview.net/forum?id=BxHgpC6FNv
2024,VBH-GNN: Variational Bayesian Heterogeneous Graph Neural Networks for Cross-subject Emotion Recognition.,"Chenyu Liu, Xinliang Zhou, Zhengri Zhu, Liming Zhai, Ziyu Jia, Yang Liu",https://openreview.net/forum?id=EArTDUmILF
2024,AUGCAL: Improving Sim2Real Adaptation by Uncertainty Calibration on Augmented Synthetic Images.,"Prithvijit Chattopadhyay, Bharat Goyal, Boglarka Ecsedi, Viraj Prabhu, Judy Hoffman",https://openreview.net/forum?id=WNQjN5HzXt
2024,Quality-Diversity through AI Feedback.,"Herbie Bradley, Andrew Dai, Hannah Benita Teufel, Jenny Zhang, Koen Oostermeijer, Marco Bellagente, Jeff Clune, Kenneth O. Stanley, Grégory Schott, Joel Lehman",https://openreview.net/forum?id=owokKCrGYr
2024,Learning from Sparse Offline Datasets via Conservative Density Estimation.,"Zhepeng Cen, Zuxin Liu, Zitong Wang, Yihang Yao, Henry Lam, Ding Zhao",https://openreview.net/forum?id=4WM0OogPTx
2024,On the Expressivity of Objective-Specification Formalisms in Reinforcement Learning.,"Rohan Subramani, Marcus Williams, Max Heitmann, Halfdan Holm, Charlie Griffin, Joar Max Viktor Skalse",https://openreview.net/forum?id=qr4ECbGcSj
2024,Implicit Maximum a Posteriori Filtering via Adaptive Optimization.,"Gianluca M. Bencomo, Jake Snell, Thomas L. Griffiths",https://openreview.net/forum?id=auUngos7eR
2024,Hybrid Internal Model: Learning Agile Legged Locomotion with Simulated Robot Response.,"Junfeng Long, Zirui Wang, Quanyi Li, Liu Cao, Jiawei Gao, Jiangmiao Pang",https://openreview.net/forum?id=93LoCyww8o
2024,S2AC: Energy-Based Reinforcement Learning with Stein Soft Actor Critic.,"Safa Messaoud, Billel Mokeddem, Zhenghai Xue, Linsey Pang, Bo An, Haipeng Chen, Sanjay Chawla",https://openreview.net/forum?id=rAHcTCMaLc
2024,A Newborn Embodied Turing Test for Comparing Object Segmentation Across Animals and Machines.,"Manju Garimella, Denizhan Pak, Justin N. Wood, Samantha Marie Waters Wood",https://openreview.net/forum?id=qhkEOCcVX9
2024,Robust Model-Based Optimization for Challenging Fitness Landscapes.,"Saba Ghaffari, Ehsan Saleh, Alexander G. Schwing, Yu-Xiong Wang, Martin D. Burke, Saurabh Sinha",https://openreview.net/forum?id=xhEN0kJh4q
2024,Solving High Frequency and Multi-Scale PDEs with Gaussian Processes.,"Shikai Fang, Madison Cooley, Da Long, Shibo Li, Mike Kirby, Shandian Zhe",https://openreview.net/forum?id=q4AEBLHuA6
2024,OpenWebMath: An Open Dataset of High-Quality Mathematical Web Text.,"Keiran Paster, Marco Dos Santos, Zhangir Azerbayev, Jimmy Ba",https://openreview.net/forum?id=jKHmjlpViu
2024,Replay across Experiments: A Natural Extension of Off-Policy RL.,"Dhruva Tirumala, Thomas Lampe, José Enrique Chen, Tuomas Haarnoja, Sandy H. Huang, Guy Lever, Ben Moran, Tim Hertweck, Leonard Hasenclever, Martin A. Riedmiller, Nicolas Heess, Markus Wulfmeier",https://openreview.net/forum?id=Nf4Lm6fXN8
2024,Understanding Transferable Representation Learning and Zero-shot Transfer in CLIP.,"Zixiang Chen, Yihe Deng, Yuanzhi Li, Quanquan Gu",https://openreview.net/forum?id=S5yOuNfSA0
2024,Conditional Variational Diffusion Models.,"Gabriel della Maggiora, Luis Alberto Croquevielle, Nikita Deshpande, Harry Horsley, Thomas Heinis, Artur Yakimovich",https://openreview.net/forum?id=YOKnEkIuoi
2024,Better Neural PDE Solvers Through Data-Free Mesh Movers.,"Peiyan Hu, Yue Wang, Zhi-Ming Ma",https://openreview.net/forum?id=hj9ZuNimRl
2024,From Latent Graph to Latent Topology Inference: Differentiable Cell Complex Module.,"Claudio Battiloro, Indro Spinelli, Lev Telyatnikov, Michael M. Bronstein, Simone Scardapane, Paolo Di Lorenzo",https://openreview.net/forum?id=0JsRZEGZ7L
2024,BEND: Benchmarking DNA Language Models on Biologically Meaningful Tasks.,"Frederikke Isa Marin, Felix Teufel, Marc Horlacher, Dennis Madsen, Dennis Pultz, Ole Winther, Wouter Boomsma",https://openreview.net/forum?id=uKB4cFNQFg
2024,Towards Robust Fidelity for Evaluating Explainability of Graph Neural Networks.,"Xu Zheng, Farhad Shirani, Tianchun Wang, Wei Cheng, Zhuomin Chen, Haifeng Chen, Hua Wei, Dongsheng Luo",https://openreview.net/forum?id=up6hr4hIQH
2024,Piecewise Linear Parametrization of Policies: Towards Interpretable Deep Reinforcement Learning.,"Maxime Wabartha, Joelle Pineau",https://openreview.net/forum?id=hOMVq57Ce0
2024,Optimal criterion for feature learning of two-layer linear neural network in high dimensional interpolation regime.,"Keita Suzuki, Taiji Suzuki",https://openreview.net/forum?id=Jc0FssXh2R
2024,Neural Optimal Transport with General Cost Functionals.,"Arip Asadulaev, Alexander Korotin, Vage Egiazarian, Petr Mokrov, Evgeny Burnaev",https://openreview.net/forum?id=gIiz7tBtYZ
2024,A Topological Perspective on Demystifying GNN-Based Link Prediction Performance.,"Yu Wang, Tong Zhao, Yuying Zhao, Yunchao Liu, Xueqi Cheng, Neil Shah, Tyler Derr",https://openreview.net/forum?id=apA6SSXx2e
2024,Time-Efficient Reinforcement Learning with Stochastic Stateful Policies.,"Firas Al-Hafez, Guoping Zhao, Jan Peters, Davide Tateo",https://openreview.net/forum?id=5liV2xUdJL
2024,Open the Black Box: Step-based Policy Updates for Temporally-Correlated Episodic Reinforcement Learning.,"Ge Li, Hongyi Zhou, Dominik Roth, Serge Thilges, Fabian Otto, Rudolf Lioutikov, Gerhard Neumann",https://openreview.net/forum?id=mnipav175N
2024,Emergent Communication with Conversational Repair.,Mitja Nikolaus,https://openreview.net/forum?id=Sy8upuD6Bw
2024,Can we get the best of both Binary Neural Networks and Spiking Neural Networks for Efficient Computer Vision?,"Gourav Datta, Zeyu Liu, Peter Anthony Beerel",https://openreview.net/forum?id=lGUyAuuTYZ
2024,Node2ket: Efficient High-Dimensional Network Embedding in Quantum Hilbert Space.,"Hao Xiong, Yehui Tang, Yunlin He, Wei Tan, Junchi Yan",https://openreview.net/forum?id=lROh08eK6n
2024,Latent Representation and Simulation of Markov Processes via Time-Lagged Information Bottleneck.,"Marco Federici, Patrick Forré, Ryota Tomioka, Bastiaan S. Veeling",https://openreview.net/forum?id=bH6T0Jjw5y
2024,Non-Exchangeable Conformal Risk Control.,"António Farinhas, Chrysoula Zerva, Dennis Ulmer, André F. T. Martins",https://openreview.net/forum?id=j511LaqEeP
2024,Provably Efficient UCB-type Algorithms For Learning Predictive State Representations.,"Ruiquan Huang, Yingbin Liang, Jing Yang",https://openreview.net/forum?id=jId5PXbBbX
2024,Lifting Architectural Constraints of Injective Flows.,"Peter Sorrenson, Felix Draxler, Armand Rousselot, Sander Hummerich, Lea Zimmermann, Ullrich Köthe",https://openreview.net/forum?id=kBNIx4Biq4
2024,Image Clustering via the Principle of Rate Reduction in the Age of Pretrained Models.,"Tianzhe Chu, Shengbang Tong, Tianjiao Ding, Xili Dai, Benjamin David Haeffele, René Vidal, Yi Ma",https://openreview.net/forum?id=ptCIlV24YZ
2024,Towards Unified Multi-Modal Personalization: Large Vision-Language Models for Generative Recommendation and Beyond.,"Tianxin Wei, Bowen Jin, Ruirui Li, Hansi Zeng, Zhengyang Wang, Jianhui Sun, Qingyu Yin, Hanqing Lu, Suhang Wang, Jingrui He, Xianfeng Tang",https://openreview.net/forum?id=khAE1sTMdX
2024,Orbit-Equivariant Graph Neural Networks.,"Matthew Morris, Bernardo Cuenca Grau, Ian Horrocks",https://openreview.net/forum?id=GkJOCga62u
2024,Object-Centric Learning with Slot Mixture Module.,"Daniil E. Kirilenko, Vitaliy Vorobyov, Alexey K. Kovalev, Aleksandr Panov",https://openreview.net/forum?id=aBUidW4Nkd
2024,Ring-A-Bell! How Reliable are Concept Removal Methods For Diffusion Models?,"Yu-Lin Tsai, Chia-Yi Hsu, Chulin Xie, Chih-Hsun Lin, Jia-You Chen, Bo Li, Pin-Yu Chen, Chia-Mu Yu, Chun-Ying Huang",https://openreview.net/forum?id=lm7MRcsFiS
2024,PerceptionCLIP: Visual Classification by Inferring and Conditioning on Contexts.,"Bang An, Sicheng Zhu, Michael-Andrei Panaitescu-Liess, Chaithanya Kumar Mummadi, Furong Huang",https://openreview.net/forum?id=2Oiee202rd
2024,VeRA: Vector-based Random Matrix Adaptation.,"Dawid Jan Kopiczko, Tijmen Blankevoort, Yuki M. Asano",https://openreview.net/forum?id=NjNfLdxr3A
2024,AntGPT: Can Large Language Models Help Long-term Action Anticipation from Videos?,"Qi Zhao, Shijie Wang, Ce Zhang, Changcheng Fu, Minh Quan Do, Nakul Agarwal, Kwonjoon Lee, Chen Sun",https://openreview.net/forum?id=Bb21JPnhhr
2024,A Plug-and-Play Image Registration Network.,"Junhao Hu, Weijie Gan, Zhixin Sun, Hongyu An, Ulugbek Kamilov",https://openreview.net/forum?id=DGez4B2a6Y
2024,BENO: Boundary-embedded Neural Operators for Elliptic PDEs.,"Haixin Wang, Jiaxin Li, Anubhav Dwivedi, Kentaro Hara, Tailin Wu",https://openreview.net/forum?id=ZZTkLDRmkg
2024,Bayesian Neural Controlled Differential Equations for Treatment Effect Estimation.,"Konstantin Hess, Valentyn Melnychuk, Dennis Frauen, Stefan Feuerriegel",https://openreview.net/forum?id=uwO71a8wET
2024,Training Socially Aligned Language Models on Simulated Social Interactions.,"Ruibo Liu, Ruixin Yang, Chenyan Jia, Ge Zhang, Diyi Yang, Soroush Vosoughi",https://openreview.net/forum?id=NddKiWtdUm
2024,The Expressive Leaky Memory Neuron: an Efficient and Expressive Phenomenological Neuron Model Can Solve Long-Horizon Tasks.,"Aaron Spieler, Nasim Rahaman, Georg Martius, Bernhard Schölkopf, Anna Levina",https://openreview.net/forum?id=vE1e1mLJ0U
2024,Incentivized Truthful Communication for Federated Bandits.,"Zhepei Wei, Chuanhao Li, Tianze Ren, Haifeng Xu, Hongning Wang",https://openreview.net/forum?id=ykEixGIJYb
2024,Large-scale Training of Foundation Models for Wearable Biosignals.,"Salar Abbaspourazad, Oussama Elachqar, Andrew C. Miller, Saba Emrani, Udhyakumar Nallasamy, Ian Shapiro",https://openreview.net/forum?id=pC3WJHf51j
2024,Diffusion Generative Flow Samplers: Improving learning signals through partial trajectory optimization.,"Dinghuai Zhang, Ricky T. Q. Chen, Cheng-Hao Liu, Aaron C. Courville, Yoshua Bengio",https://openreview.net/forum?id=OIsahq1UYC
2024,On Trajectory Augmentations for Off-Policy Evaluation.,"Ge Gao, Qitong Gao, Xi Yang, Song Ju, Miroslav Pajic, Min Chi",https://openreview.net/forum?id=eMNN0wIyVw
2024,Federated Wasserstein Distance.,"Alain Rakotomamonjy, Kimia Nadjahi, Liva Ralaivola",https://openreview.net/forum?id=rsg1mvUahT
2024,Fourier Transporter: Bi-Equivariant Robotic Manipulation in 3D.,"Haojie Huang, Owen Howell, Dian Wang, Xupeng Zhu, Robert Platt, Robin Walters",https://openreview.net/forum?id=UulwvAU1W0
2024,Clifford Group Equivariant Simplicial Message Passing Networks.,"Cong Liu, David Ruhe, Floor Eijkelboom, Patrick Forré",https://openreview.net/forum?id=Zz594UBNOH
2024,Unleashing Large-Scale Video Generative Pre-training for Visual Robot Manipulation.,"Hongtao Wu, Ya Jing, Chilam Cheang, Guangzeng Chen, Jiafeng Xu, Xinghang Li, Minghuan Liu, Hang Li, Tao Kong",https://openreview.net/forum?id=NxoFmGgWC9
2024,Vision-by-Language for Training-Free Compositional Image Retrieval.,"Shyamgopal Karthik, Karsten Roth, Massimiliano Mancini, Zeynep Akata",https://openreview.net/forum?id=EDPxCjXzSb
2024,Benign Oscillation of Stochastic Gradient Descent with Large Learning Rate.,"Miao Lu, Beining Wu, Xiaodong Yang, Difan Zou",https://openreview.net/forum?id=wYmvN3sQpG
2024,RobustTSF: Towards Theory and Design of Robust Time Series Forecasting with Anomalies.,"Hao Cheng, Qingsong Wen, Yang Liu, Liang Sun",https://openreview.net/forum?id=ltZ9ianMth
2024,Understanding the Effects of RLHF on LLM Generalisation and Diversity.,"Robert Kirk, Ishita Mediratta, Christoforos Nalmpantis, Jelena Luketina, Eric Hambro, Edward Grefenstette, Roberta Raileanu",https://openreview.net/forum?id=PXD3FAVHJT
2024,GAIA: Zero-shot Talking Avatar Generation.,"Tianyu He, Junliang Guo, Runyi Yu, Yuchi Wang, Jialiang Zhu, Kaikai An, Leyi Li, Xu Tan, Chunyu Wang, Han Hu, HsiangTao Wu, Sheng Zhao, Jiang Bian",https://openreview.net/forum?id=ATEawsFUj4
2024,Probabilistic Self-supervised Representation Learning via Scoring Rules Minimization.,"Amirhossein Vahidi, Simon Schoßer, Lisa Wimmer, Yawei Li, Bernd Bischl, Eyke Hüllermeier, Mina Rezaei",https://openreview.net/forum?id=skcTCdJz0f
2024,DORSal: Diffusion for Object-centric Representations of Scenes et al.,"Allan Jabri, Sjoerd van Steenkiste, Emiel Hoogeboom, Mehdi S. M. Sajjadi, Thomas Kipf",https://openreview.net/forum?id=3zvB14IF6D
2024,T-Rep: Representation Learning for Time Series using Time-Embeddings.,"Archibald Fraikin, Adrien Bennetot, Stéphanie Allassonnière",https://openreview.net/forum?id=3y2TfP966N
2024,Beyond Stationarity: Convergence Analysis of Stochastic Softmax Policy Gradient Methods.,"Sara Klein, Simon Weissmann, Leif Döring",https://openreview.net/forum?id=1VeQ6VBbev
2024,SliceGPT: Compress Large Language Models by Deleting Rows and Columns.,"Saleh Ashkboos, Maximilian L. Croci, Marcelo Gennari Do Nascimento, Torsten Hoefler, James Hensman",https://openreview.net/forum?id=vXxardq6db
2024,Experimental Design for Multi-Channel Imaging via Task-Driven Feature Selection.,"Stefano B. Blumberg, Paddy J. Slator, Daniel C. Alexander",https://openreview.net/forum?id=MloaGA6WwX
2024,Convolutional Deep Kernel Machines.,"Edward Milsom, Ben Anson, Laurence Aitchison",https://openreview.net/forum?id=1oqedRt6Z7
2024,Weakly Supervised Virus Capsid Detection with Image-Level Annotations in Electron Microscopy Images.,"Hannah Kniesel, Leon Sick, Tristan Payer, Tim Bergner, Kavitha Shaga Devan, Clarissa Read, Paul Walther, Timo Ropinski, Pedro Hermosilla",https://openreview.net/forum?id=RJDjSXNuAZ
2024,Chain-of-Experts: When LLMs Meet Complex Operations Research Problems.,"Ziyang Xiao, Dongxiang Zhang, Yangjun Wu, Lilin Xu, Yuan Jessica Wang, Xiongwei Han, Xiaojin Fu, Tao Zhong, Jia Zeng, Mingli Song, Gang Chen",https://openreview.net/forum?id=HobyL1B9CZ
2024,On the Reliability of Watermarks for Large Language Models.,"John Kirchenbauer, Jonas Geiping, Yuxin Wen, Manli Shu, Khalid Saifullah, Kezhi Kong, Kasun Fernando, Aniruddha Saha, Micah Goldblum, Tom Goldstein",https://openreview.net/forum?id=DEJIDCmWOz
2024,Near-Optimal Solutions of Constrained Learning Problems.,"Juan Elenter, Luiz F. O. Chamon, Alejandro Ribeiro",https://openreview.net/forum?id=fDaLmkdSKU
2024,Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding.,"Alizée Pace, Hugo Yèche, Bernhard Schölkopf, Gunnar Rätsch, Guy Tennenholtz",https://openreview.net/forum?id=lUYY2qsRTI
2024,Leave-one-out Distinguishability in Machine Learning.,"Jiayuan Ye, Anastasia Borovykh, Soufiane Hayou, Reza Shokri",https://openreview.net/forum?id=9RNfX0ah0K
2024,Increasing Model Capacity for Free: A Simple Strategy for Parameter Efficient Fine-tuning.,"Haobo Song, Hao Zhao, Soumajit Majumder, Tao Lin",https://openreview.net/forum?id=H3IUunLy8s
2024,Brain decoding: toward real-time reconstruction of visual perception.,"Yohann Benchetrit, Hubert J. Banville, Jean-Remi King",https://openreview.net/forum?id=3y1K6buO8c
2024,Linear Log-Normal Attention with Unbiased Concentration.,"Yury Nahshan, Joseph Kampeas, Emir Haleva",https://openreview.net/forum?id=5nM2AHzqUj
2024,Prioritized Soft Q-Decomposition for Lexicographic Reinforcement Learning.,"Finn Rietz, Erik Schaffernicht, Stefan Heinrich, Johannes A. Stork",https://openreview.net/forum?id=c0MyyXyGfn
2024,Energy-guided Entropic Neural Optimal Transport.,"Petr Mokrov, Alexander Korotin, Alexander Kolesov, Nikita Gushchin, Evgeny Burnaev",https://openreview.net/forum?id=d6tUsZeVs7
2024,Learning Semantic Proxies from Visual Prompts for Parameter-Efficient Fine-Tuning in Deep Metric Learning.,"Li Ren, Chen Chen, Liqiang Wang, Kien A. Hua",https://openreview.net/forum?id=TWVMVPx2wO
2024,Fine-Tuned Language Models Generate Stable Inorganic Materials as Text.,"Nate Gruver, Anuroop Sriram, Andrea Madotto, Andrew Gordon Wilson, C. Lawrence Zitnick, Zachary W. Ulissi",https://openreview.net/forum?id=vN9fpfqoP1
2024,TextField3D: Towards Enhancing Open-Vocabulary 3D Generation with Noisy Text Fields.,"Tianyu Huang, Yihan Zeng, Bowen Dong, Hang Xu, Songcen Xu, Rynson W. H. Lau, Wangmeng Zuo",https://openreview.net/forum?id=WOiOzHG2zD
2024,GlucoBench: Curated List of Continuous Glucose Monitoring Datasets with Prediction Benchmarks.,"Renat Sergazinov, Elizabeth Chun, Valeriya Rogovchenko, Nathaniel J. Fernandes, Nicholas Kasman, Irina Gaynanova",https://openreview.net/forum?id=cUSNs8nGaV
2024,Quantifying and Enhancing Multi-modal Robustness with Modality Preference.,"Zequn Yang, Yake Wei, Ce Liang, Di Hu",https://openreview.net/forum?id=XyrB1Ay44j
2024,"Advancing the Lower Bounds: an Accelerated, Stochastic, Second-order Method with Optimal Adaptation to Inexactness.","Artem Agafonov, Dmitry Kamzolov, Alexander V. Gasnikov, Ali Kavis, Kimon Antonakopoulos, Volkan Cevher, Martin Takác",https://openreview.net/forum?id=otU31x3fus
2024,Distinguished In Uniform: Self-Attention Vs. Virtual Nodes.,"Eran Rosenbluth, Jan Tönshoff, Martin Ritzert, Berke Kisin, Martin Grohe",https://openreview.net/forum?id=AcSChDWL6V
2024,Faster Approximation of Probabilistic and Distributional Values via Least Squares.,"Weida Li, Yaoliang Yu",https://openreview.net/forum?id=lvSMIsztka
2024,Rigid Protein-Protein Docking via Equivariant Elliptic-Paraboloid Interface Prediction.,"Ziyang Yu, Wenbing Huang, Yang Liu",https://openreview.net/forum?id=zgQ0PHeGnL
2024,Incentive-Aware Federated Learning with Training-Time Model Rewards.,"Zhaoxuan Wu, Mohammad Mohammadi Amiri, Ramesh Raskar, Bryan Kian Hsiang Low",https://openreview.net/forum?id=FlY7WQ2hWS
2024,Removing Biases from Molecular Representations via Information Maximization.,"Chenyu Wang, Sharut Gupta, Caroline Uhler, Tommi S. Jaakkola",https://openreview.net/forum?id=7TOs9gjAg1
2024,Neural Architecture Retrieval.,"Xiaohuan Pei, Yanxi Li, Minjing Dong, Chang Xu",https://openreview.net/forum?id=1JtTPYBKqt
2024,Early Neuron Alignment in Two-layer ReLU Networks with Small Initialization.,"Hancheng Min, Enrique Mallada, René Vidal",https://openreview.net/forum?id=QibPzdVrRu
2024,Rethinking the Uniformity Metric in Self-Supervised Learning.,"Xianghong Fang, Jian Li, Qiang Sun, Benyou Wang",https://openreview.net/forum?id=3pf2hEdu8B
2024,Learning Decentralized Partially Observable Mean Field Control for Artificial Collective Behavior.,"Kai Cui, Sascha Hauck, Christian Fabian, Heinz Koeppl",https://openreview.net/forum?id=99tKiMVJhY
2024,TAB: Temporal Accumulated Batch Normalization in Spiking Neural Networks.,"Haiyan Jiang, Vincent Zoonekynd, Giulia De Masi, Bin Gu, Huan Xiong",https://openreview.net/forum?id=k1wlmtPGLq
2024,StructComp: Substituting propagation with Structural Compression in Training Graph Contrastive Learning.,"Shengzhong Zhang, Wenjie Yang, Xinyuan Cao, Hongwei Zhang, Zengfeng Huang",https://openreview.net/forum?id=a4DBEeGfQq
2024,Particle Guidance: non-I.I.D. Diverse Sampling with Diffusion Models.,"Gabriele Corso, Yilun Xu, Valentin De Bortoli, Regina Barzilay, Tommi S. Jaakkola",https://openreview.net/forum?id=KqbCvIFBY7
2024,On Adversarial Training without Perturbing all Examples.,"Max Maria Losch, Mohamed Omran, David Stutz, Mario Fritz, Bernt Schiele",https://openreview.net/forum?id=pE6gWrASQm
2024,Diving Segmentation Model into Pixels.,"Chen Gan, Zihao Yin, Kelei He, Yang Gao, Junfeng Zhang",https://openreview.net/forum?id=KBo7Z5aTV0
2024,General Stability Analysis for Zeroth-Order Optimization Algorithms.,"Xinyue Liu, Hualin Zhang, Bin Gu, Hong Chen",https://openreview.net/forum?id=AfhNyr73Ma
2024,Hybrid Sharing for Multi-Label Image Classification.,"Zihao Yin, Chen Gan, Kelei He, Yang Gao, Junfeng Zhang",https://openreview.net/forum?id=yVJd8lKyVX
2024,Symmetric Single Index Learning.,"Aaron Zweig, Joan Bruna",https://openreview.net/forum?id=e1vqloonRy
2024,An improved analysis of per-sample and per-update clipping in federated learning.,"Bo Li, Xiaowen Jiang, Mikkel N. Schmidt, Tommy Sonne Alstrøm, Sebastian U. Stich",https://openreview.net/forum?id=BdPvGRvoBC
2024,Sample-Efficiency in Multi-Batch Reinforcement Learning: The Need for Dimension-Dependent Adaptivity.,"Emmeran Johnson, Ciara Pike-Burke, Patrick Rebeschini",https://openreview.net/forum?id=ey3GhWXQ97
2024,On the Power of the Weisfeiler-Leman Test for Graph Motif Parameters.,"Matthias Lanzinger, Pablo Barceló",https://openreview.net/forum?id=FddFxi08J3
2024,PAC Prediction Sets Under Label Shift.,"Wenwen Si, Sangdon Park, Insup Lee, Edgar Dobriban, Osbert Bastani",https://openreview.net/forum?id=4vPVBh3fhz
2024,Memorization in Self-Supervised Learning Improves Downstream Generalization.,"Wenhao Wang, Muhammad Ahmad Kaleem, Adam Dziedzic, Michael Backes, Nicolas Papernot, Franziska Boenisch",https://openreview.net/forum?id=KSjPaXtxP8
2024,The Curse of Diversity in Ensemble-Based Exploration.,"Zhixuan Lin, Pierluca D'Oro, Evgenii Nikishin, Aaron C. Courville",https://openreview.net/forum?id=M3QXCOTTk4
2024,Multilinear Operator Networks.,"Yixin Cheng, Grigorios Chrysos, Markos Georgopoulos, Volkan Cevher",https://openreview.net/forum?id=bbCL5aRjUx
2024,Leveraging Generative Models for Unsupervised Alignment of Neural Time Series Data.,"Ayesha Vermani, Il Memming Park, Josue Nassar",https://openreview.net/forum?id=9zhHVyLY4K
2024,UniversalNER: Targeted Distillation from Large Language Models for Open Named Entity Recognition.,"Wenxuan Zhou, Sheng Zhang, Yu Gu, Muhao Chen, Hoifung Poon",https://openreview.net/forum?id=r65xfUb76p
2024,Neuroformer: Multimodal and Multitask Generative Pretraining for Brain Data.,"Antonis Antoniades, Yiyi Yu, Joseph Canzano, William Yang Wang, Spencer L. Smith",https://openreview.net/forum?id=W8S8SxS9Ng
2024,Off-Policy Primal-Dual Safe Reinforcement Learning.,"Zifan Wu, Bo Tang, Qian Lin, Chao Yu, Shangqin Mao, Qianlong Xie, Xingxing Wang, Dong Wang",https://openreview.net/forum?id=vy42bYs1Wo
2024,An Extensible Framework for Open Heterogeneous Collaborative Perception.,"Yifan Lu, Yue Hu, Yiqi Zhong, Dequan Wang, Yanfeng Wang, Siheng Chen",https://openreview.net/forum?id=KkrDUGIASk
2024,Neural structure learning with stochastic differential equations.,"Benjie Wang, Joel Jennings, Wenbo Gong",https://openreview.net/forum?id=V1GM9xDvIY
2024,STARC: A General Framework For Quantifying Differences Between Reward Functions.,"Joar Max Viktor Skalse, Lucy Farnik, Sumeet Ramesh Motwani, Erik Jenner, Adam Gleave, Alessandro Abate",https://openreview.net/forum?id=wPhbtwlCDa
2024,GAIA: a benchmark for General AI Assistants.,"Grégoire Mialon, Clémentine Fourrier, Thomas Wolf, Yann LeCun, Thomas Scialom",https://openreview.net/forum?id=fibxvahvs3
2024,A differentiable brain simulator bridging brain simulation and brain-inspired computing.,"Chaoming Wang, Tianqiu Zhang, Sichao He, Hongyaoxing Gu, Shangyang Li, Si Wu",https://openreview.net/forum?id=AU2gS9ut61
2024,FOSI: Hybrid First and Second Order Optimization.,"Hadar Sivan, Moshe Gabel, Assaf Schuster",https://openreview.net/forum?id=NvbeD9Ttkx
2024,Learning Mean Field Games on Sparse Graphs: A Hybrid Graphex Approach.,"Christian Fabian, Kai Cui, Heinz Koeppl",https://openreview.net/forum?id=zwU9scoU4A
2024,Unraveling the Key Components of OOD Generalization via Diversification.,"Harold Benoit, Liangze Jiang, Andrei Atanov, Oguzhan Fatih Kar, Mattia Rigotti, Amir Zamir",https://openreview.net/forum?id=Lvf7GnaLru
2024,Deep Generative Clustering with Multimodal Diffusion Variational Autoencoders.,"Emanuele Palumbo, Laura Manduchi, Sonia Laguna, Daphné Chopard, Julia E. Vogt",https://openreview.net/forum?id=k5THrhXDV3
2024,Unleashing the Power of Pre-trained Language Models for Offline Reinforcement Learning.,"Ruizhe Shi, Yuyao Liu, Yanjie Ze, Simon Shaolei Du, Huazhe Xu",https://openreview.net/forum?id=AY6aM13gGF
2024,Equivariant Scalar Fields for Molecular Docking with Fast Fourier Transforms.,"Bowen Jing, Tommi S. Jaakkola, Bonnie Berger",https://openreview.net/forum?id=BIveOmD1Nh
2024,The Alignment Problem from a Deep Learning Perspective.,"Richard Ngo, Lawrence Chan, Sören Mindermann",https://openreview.net/forum?id=fh8EYKFKns
2024,Discovering Temporally-Aware Reinforcement Learning Algorithms.,"Matthew Thomas Jackson, Chris Lu, Louis Kirsch, Robert Tjarko Lange, Shimon Whiteson, Jakob Nicolaus Foerster",https://openreview.net/forum?id=MJJcs3zbmi
2024,Guiding Masked Representation Learning to Capture Spatio-Temporal Relationship of Electrocardiogram.,"Yeongyeon Na, Minje Park, Yunwon Tae, Sunghoon Joo",https://openreview.net/forum?id=WcOohbsF4H
2024,How Realistic Is Your Synthetic Data? Constraining Deep Generative Models for Tabular Data.,"Mihaela C. Stoian, Salijona Dyrmishi, Maxime Cordy, Thomas Lukasiewicz, Eleonora Giunchiglia",https://openreview.net/forum?id=tBROYsEz9G
2024,Towards Eliminating Hard Label Constraints in Gradient Inversion Attacks.,"Yanbo Wang, Jian Liang, Ran He",https://openreview.net/forum?id=s8cMuxI5gu
2024,From Zero to Turbulence: Generative Modeling for 3D Flow Simulation.,"Marten Lienen, David Lüdke, Jan Hansen-Palmus, Stephan Günnemann",https://openreview.net/forum?id=ZhlwoC1XaN
2024,INSIDE: LLMs' Internal States Retain the Power of Hallucination Detection.,"Chao Chen, Kai Liu, Ze Chen, Yi Gu, Yue Wu, Mingyuan Tao, Zhihang Fu, Jieping Ye",https://openreview.net/forum?id=Zj12nzlQbz
2024,DisenBooth: Identity-Preserving Disentangled Tuning for Subject-Driven Text-to-Image Generation.,"Hong Chen, Yipeng Zhang, Simin Wu, Xin Wang, Xuguang Duan, Yuwei Zhou, Wenwu Zhu",https://openreview.net/forum?id=FlhjUkC7vH
2024,Improving equilibrium propagation without weight symmetry through Jacobian homeostasis.,"Axel Laborieux, Friedemann Zenke",https://openreview.net/forum?id=kUveo5k1GF
2024,Revisiting Data Augmentation in Deep Reinforcement Learning.,"Jianshu Hu, Yunpeng Jiang, Paul Weng",https://openreview.net/forum?id=EGQBpkIEuu
2024,Structural Inference with Dynamics Encoding and Partial Correlation Coefficients.,"Aoran Wang, Jun Pang",https://openreview.net/forum?id=TKnzPdyeJu
